[1, -599][DEBUG] 出怪种子: 0x2F4A177E
[1, -599][DEBUG] 阳光: 8000, 白, 0f, SL次数: 0 [13:53]
[1, -599][DEBUG] 阳光: 9815, 慢, 8212f, SL次数: 0 [15:50]
[1, -599][DEBUG] 阳光: 9890, 快, 8214f, SL次数: 0 [15:50]
[1, -599][DEBUG] 阳光: 9865, 快, 8216f, SL次数: 0 [15:50]
[1, -599][DEBUG] 阳光: 9865, 变, 8218f, SL次数: 0 [15:50]
[1, -599][DEBUG] 阳光: 9840, 变, 8220f, SL次数: 0 [15:50]
[1, -599][DEBUG] 阳光: 9840, 快, 8222f, SL次数: 0 [15:50]
[1, -599][DEBUG] 阳光: 9890, 快, 8224f, SL次数: 0 [15:50]
[1, -599][DEBUG] 阳光: 9890, 白, 8226f, SL次数: 0 [15:50]
[1, -599][DEBUG] 阳光: 9815, 慢, 8228f, SL次数: 0 [15:50]
[1, -599][DEBUG] 阳光: 9840, 白, 8230f, SL次数: 0 [15:50]
[1, -599][DEBUG] 阳光: 9890, 变, 8232f, SL次数: 0 [15:50]
[1, -599][DEBUG] 阳光: 9840, 慢, 8234f, SL次数: 0 [15:50]
[1, -599][DEBUG] 阳光: 9915, 变, 8236f, SL次数: 0 [15:50]
[1, -599][DEBUG] 阳光: 9890, 慢, 8238f, SL次数: 0 [15:50]
[1, -599][DEBUG] 阳光: 9890, 白, 8240f, SL次数: 0 [15:50]
[1, -599][DEBUG] 阳光: 9890, 快, 8242f, SL次数: 0 [15:50]
[1, -599][DEBUG] 阳光: 9865, 慢, 8244f, SL次数: 0 [15:50]
[1, -599][DEBUG] 阳光: 9840, 快, 8246f, SL次数: 0 [15:50]
[1, -599][DEBUG] 阳光: 9890, 白, 8248f, SL次数: 0 [15:50]
[1, -599][DEBUG] 阳光: 9890, 变, 8250f, SL次数: 0 [15:50]
[1, -599][DEBUG] 阳光: 9865, 变, 8252f, SL次数: 0 [15:50]
[1, -599][DEBUG] 阳光: 9890, 快, 8254f, SL次数: 0 [15:50]
[1, -599][DEBUG] 阳光: 9865, 变, 8256f, SL次数: 0 [15:50]
[1, -599][DEBUG] 阳光: 9865, 快, 8258f, SL次数: 0 [15:50]
[1, -599][DEBUG] 阳光: 9865, 快, 8260f, SL次数: 0 [15:50]
[1, -599][DEBUG] 阳光: 9865, 变, 8262f, SL次数: 0 [15:50]
[1, -599][DEBUG] 阳光: 9915, 快, 8264f, SL次数: 0 [15:50]
[1, -599][DEBUG] 阳光: 9890, 快, 8266f, SL次数: 0 [15:50]
[1, -599][DEBUG] 阳光: 9865, 快, 8268f, SL次数: 0 [15:50]
[1, -599][DEBUG] 阳光: 9865, 变, 8270f, SL次数: 0 [15:50]
[1, -599][DEBUG] 阳光: 9840, 快, 8272f, SL次数: 0 [15:50]
[1, -599][DEBUG] 阳光: 9890, 慢, 8274f, SL次数: 0 [15:50]
[1, -599][DEBUG] 阳光: 9840, 慢, 8276f, SL次数: 0 [15:51]
[1, -599][DEBUG] 阳光: 9865, 变, 8278f, SL次数: 0 [15:51]
[1, -599][DEBUG] 阳光: 9840, 变, 8280f, SL次数: 0 [15:51]
[1, -599][DEBUG] 阳光: 9815, 快, 8282f, SL次数: 0 [15:51]
[1, -599][DEBUG] 阳光: 9865, 变, 8284f, SL次数: 0 [15:51]
[1, -599][DEBUG] 阳光: 9865, 快, 8286f, SL次数: 0 [15:51]
[1, -599][DEBUG] 阳光: 9890, 快, 8288f, SL次数: 0 [15:51]
[1, -599][DEBUG] 阳光: 9865, 快, 8290f, SL次数: 0 [15:51]
[1, -599][DEBUG] 阳光: 9865, 快, 8292f, SL次数: 0 [15:51]
[1, -599][DEBUG] 阳光: 9890, 慢, 8294f, SL次数: 0 [15:51]
[1, -599][DEBUG] 阳光: 9915, 变, 8296f, SL次数: 0 [15:51]
[1, -599][DEBUG] 阳光: 9915, 慢, 8298f, SL次数: 0 [15:51]
[1, -599][DEBUG] N: [3-9 1118 4-9 4] [慢 422 变 691 白 4 快 5]
加压a: [慢 9 变 11 白 0 快 0] 加压A: [慢 0 变 0 白 0 快 0] 加压失败: 0
总: [慢 781 变 1110 白 1064 快 1195] 预计 16:15 完成 10k flags (共 141 min)
[1, -599][DEBUG] 出怪种子: 0x596E60F9
[1, -599][DEBUG] 阳光: 9840, 快, 8300f, SL次数: 0 [15:51]
[1, -599][DEBUG] 阳光: 9865, 快, 8302f, SL次数: 0 [15:51]
[1, -599][DEBUG] 阳光: 9865, 慢, 8304f, SL次数: 0 [15:51]
[1, -599][DEBUG] 阳光: 9915, 变, 8306f, SL次数: 0 [15:51]
[1, -599][DEBUG] 阳光: 9840, 白, 8308f, SL次数: 0 [15:51]
[1, -599][DEBUG] 阳光: 9865, 变, 8310f, SL次数: 0 [15:51]
[1, -599][DEBUG] 阳光: 9915, 变, 8312f, SL次数: 0 [15:51]
[1, -599][DEBUG] 阳光: 9840, 慢, 8314f, SL次数: 0 [15:51]
[1, -599][DEBUG] 阳光: 9840, 快, 8316f, SL次数: 0 [15:51]
[1, -599][DEBUG] 阳光: 9865, 慢, 8318f, SL次数: 0 [15:51]
[1, -599][DEBUG] 阳光: 9840, 快, 8320f, SL次数: 0 [15:51]
[1, -599][DEBUG] 阳光: 9890, 变, 8322f, SL次数: 0 [15:51]
[1, -599][DEBUG] 阳光: 9865, 变, 8324f, SL次数: 0 [15:51]
[1, -599][DEBUG] 阳光: 9840, 变, 8326f, SL次数: 0 [15:51]
[1, -599][DEBUG] 阳光: 9890, 变, 8328f, SL次数: 0 [15:51]
[1, -599][DEBUG] 阳光: 9915, 白, 8330f, SL次数: 0 [15:51]
[1, -599][DEBUG] 阳光: 9890, 变, 8332f, SL次数: 0 [15:51]
[1, -599][DEBUG] 阳光: 9915, 快, 8334f, SL次数: 0 [15:51]
[1, -599][DEBUG] 阳光: 9890, 白, 8336f, SL次数: 0 [15:51]
[1, -599][DEBUG] 阳光: 9865, 白, 8338f, SL次数: 0 [15:51]
[1, -599][DEBUG] 阳光: 9865, 变, 8340f, SL次数: 0 [15:51]
[1, -599][DEBUG] 阳光: 9840, 变, 8342f, SL次数: 0 [15:51]
[1, -599][DEBUG] 阳光: 9915, 变, 8344f, SL次数: 0 [15:51]
[1, -599][DEBUG] 阳光: 9915, 白, 8346f, SL次数: 0 [15:51]
[1, -599][DEBUG] 阳光: 9890, 慢, 8348f, SL次数: 0 [15:51]
[1, -599][DEBUG] 阳光: 9890, 变, 8350f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9915, 快, 8352f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9890, 快, 8354f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9890, 变, 8356f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9840, 白, 8358f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9865, 变, 8360f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9915, 慢, 8362f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9890, 慢, 8364f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9840, 变, 8366f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9890, 白, 8368f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9890, 变, 8370f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9865, 变, 8372f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9840, 快, 8374f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9865, 白, 8376f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9865, 快, 8378f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9890, 白, 8380f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9865, 变, 8382f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9840, 变, 8384f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9865, 慢, 8386f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9865, 快, 8388f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9865, 快, 8390f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9865, 白, 8392f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9865, 慢, 8394f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9865, 快, 8396f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9890, 变, 8398f, SL次数: 0 [15:52]
[1, -599][DEBUG] N: [3-9 1134 4-9 4] [慢 427 变 702 白 4 快 5]
加压a: [慢 9 变 11 白 0 快 0] 加压A: [慢 0 变 0 白 0 快 0] 加压失败: 0
总: [慢 789 变 1130 白 1074 快 1207] 预计 16:15 完成 10k flags (共 141 min)
[1, -599][DEBUG] 出怪种子: 0x56B0F2B3
[1, -599][DEBUG] 阳光: 9840, 变, 8400f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9915, 变, 8402f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9915, 白, 8404f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9890, 变, 8406f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9865, 慢, 8408f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9865, 慢, 8410f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9865, 快, 8412f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9890, 快, 8414f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9890, 变, 8416f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9840, 白, 8418f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9865, 快, 8420f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9865, 快, 8422f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9865, 变, 8424f, SL次数: 0 [15:52]
[1, -599][DEBUG] 阳光: 9815, 变, 8426f, SL次数: 0 [15:53]
[1, -599][DEBUG] 阳光: 9890, 变, 8428f, SL次数: 0 [15:53]
[1, -599][DEBUG] 阳光: 9840, 白, 8430f, SL次数: 0 [15:53]
[1, -599][DEBUG] 阳光: 9865, 慢, 8432f, SL次数: 0 [15:53]
[1, -599][DEBUG] 阳光: 9840, 白, 8434f, SL次数: 0 [15:53]
[1, -599][DEBUG] 阳光: 9890, 快, 8436f, SL次数: 0 [15:53]
[1, -599][DEBUG] 阳光: 9865, 慢, 8438f, SL次数: 0 [15:53]
[1, -599][DEBUG] 阳光: 9890, 慢, 8440f, SL次数: 0 [15:53]
[1, -599][DEBUG] 阳光: 9840, 变, 8442f, SL次数: 0 [15:53]
[1, -599][DEBUG] 阳光: 9915, 白, 8444f, SL次数: 0 [15:53]
[1, -599][DEBUG] 阳光: 9865, 慢, 8446f, SL次数: 0 [15:53]
[1, -599][DEBUG] 阳光: 9865, 白, 8448f, SL次数: 0 [15:53]
[1, -599][DEBUG] 阳光: 9890, 慢, 8450f, SL次数: 0 [15:53]
[1, -599][DEBUG] 阳光: 9890, 白, 8452f, SL次数: 0 [15:53]
[1, -599][DEBUG] 阳光: 9890, 白, 8454f, SL次数: 0 [15:53]
[1, -599][DEBUG] 阳光: 9865, 慢, 8456f, SL次数: 0 [15:53]
[1, -599][DEBUG] 阳光: 9865, 白, 8458f, SL次数: 0 [15:53]
[1, -599][DEBUG] 阳光: 9890, 快, 8460f, SL次数: 0 [15:53]
[1, -599][DEBUG] 阳光: 9865, 快, 8462f, SL次数: 0 [15:53]
[1, -599][DEBUG] 阳光: 9890, 白, 8464f, SL次数: 0 [15:53]
[1, -599][DEBUG] 阳光: 9890, 快, 8466f, SL次数: 0 [15:53]
[1, -599][DEBUG] 阳光: 9865, 白, 8468f, SL次数: 0 [15:53]
[1, -599][DEBUG] 阳光: 9890, 白, 8470f, SL次数: 0 [15:53]
[1, -599][DEBUG] 阳光: 9890, 快, 8472f, SL次数: 0 [15:53]
[1, -599][DEBUG] 阳光: 9890, 变, 8474f, SL次数: 0 [15:53]
[1, -599][DEBUG] 阳光: 9865, 白, 8476f, SL次数: 0 [15:53]
[1, -599][DEBUG] 阳光: 9865, 快, 8478f, SL次数: 0 [15:53]
[1, -599][DEBUG] 阳光: 9865, 变, 8480f, SL次数: 0 [15:53]
[1, -599][DEBUG] 阳光: 9915, 快, 8482f, SL次数: 0 [15:53]
[1, -599][DEBUG] 阳光: 9890, 快, 8484f, SL次数: 0 [15:53]
[1, -599][DEBUG] 阳光: 9865, 快, 8486f, SL次数: 0 [15:53]
[1, -599][DEBUG] 阳光: 9865, 快, 8488f, SL次数: 0 [15:53]
[1, -599][DEBUG] 阳光: 9865, 白, 8490f, SL次数: 0 [15:53]
[1, -599][DEBUG] 阳光: 9865, 白, 8492f, SL次数: 0 [15:53]
[1, -599][DEBUG] 阳光: 9890, 慢, 8494f, SL次数: 0 [15:53]
[1, -599][DEBUG] 阳光: 9840, 快, 8496f, SL次数: 0 [15:53]
[1, -599][DEBUG] 阳光: 9890, 慢, 8498f, SL次数: 0 [15:53]
[1, -599][DEBUG] N: [3-9 1147 4-9 4] [慢 435 变 707 白 4 快 5]
加压a: [慢 9 变 11 白 0 快 0] 加压A: [慢 0 变 0 白 0 快 0] 加压失败: 0
总: [慢 799 变 1140 白 1089 快 1222] 预计 16:15 完成 10k flags (共 141 min)
[1, -599][DEBUG] 出怪种子: 0x0CE396C4
[1, -599][DEBUG] 阳光: 9865, 慢, 8500f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9865, 快, 8502f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9890, 快, 8504f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9865, 变, 8506f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9890, 白, 8508f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9890, 变, 8510f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9890, 慢, 8512f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9890, 白, 8514f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9890, 变, 8516f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9815, 变, 8518f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9915, 快, 8520f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9865, 变, 8522f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9915, 慢, 8524f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9890, 慢, 8526f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9840, 变, 8528f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9840, 白, 8530f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9890, 快, 8532f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9865, 变, 8534f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9890, 变, 8536f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9815, 变, 8538f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9915, 白, 8540f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9890, 白, 8542f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9865, 变, 8544f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9840, 白, 8546f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9890, 白, 8548f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9865, 白, 8550f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9865, 白, 8552f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9865, 快, 8554f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9890, 白, 8556f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9865, 白, 8558f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9890, 白, 8560f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9890, 白, 8562f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9890, 快, 8564f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9865, 白, 8566f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9890, 变, 8568f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9815, 快, 8570f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9890, 变, 8572f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9890, 变, 8574f, SL次数: 0 [15:54]
[1, -599][DEBUG] 阳光: 9865, 快, 8576f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9865, 慢, 8578f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9840, 快, 8580f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9865, 变, 8582f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9840, 快, 8584f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9890, 快, 8586f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9865, 快, 8588f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9865, 变, 8590f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9890, 白, 8592f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9865, 慢, 8594f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9915, 白, 8596f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9890, 白, 8598f, SL次数: 0 [15:55]
[1, -599][DEBUG] N: [3-9 1157 4-9 4] [慢 438 变 714 白 4 快 5]
加压a: [慢 9 变 11 白 0 快 0] 加压A: [慢 0 变 0 白 0 快 0] 加压失败: 0
总: [慢 805 变 1155 白 1106 快 1234] 预计 16:15 完成 10k flags (共 141 min)
[1, -599][DEBUG] 出怪种子: 0x89BBF7A4
[1, -599][DEBUG] 阳光: 9890, 变, 8600f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9840, 快, 8602f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9890, 慢, 8604f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9865, 快, 8606f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9865, 慢, 8608f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9840, 慢, 8610f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9840, 变, 8612f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9815, 快, 8614f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9890, 白, 8616f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9890, 快, 8618f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9865, 快, 8620f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9865, 白, 8622f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9890, 快, 8624f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9890, 慢, 8626f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9840, 变, 8628f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9815, 变, 8630f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9890, 白, 8632f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9890, 快, 8634f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9865, 白, 8636f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9865, 慢, 8638f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9840, 快, 8640f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9890, 快, 8642f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9865, 快, 8644f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9865, 变, 8646f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9915, 白, 8648f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9865, 变, 8650f, SL次数: 0 [15:55]
[1, -599][DEBUG] 阳光: 9815, 快, 8652f, SL次数: 0 [15:56]
[1, -599][DEBUG] 阳光: 9865, 快, 8654f, SL次数: 0 [15:56]
[1, -599][DEBUG] 阳光: 9865, 变, 8656f, SL次数: 0 [15:56]
[1, -599][DEBUG] 阳光: 9915, 白, 8658f, SL次数: 0 [15:56]
[1, -599][DEBUG] 阳光: 9890, 变, 8660f, SL次数: 0 [15:56]
[1, -599][DEBUG] 阳光: 9915, 白, 8662f, SL次数: 0 [15:56]
[1, -599][DEBUG] 阳光: 9890, 慢, 8664f, SL次数: 0 [15:56]
[1, -599][DEBUG] 阳光: 9840, 快, 8666f, SL次数: 0 [15:56]
[1, -599][DEBUG] 阳光: 9865, 快, 8668f, SL次数: 0 [15:56]
[1, -599][DEBUG] 阳光: 9865, 慢, 8670f, SL次数: 0 [15:56]
[1, -599][DEBUG] 阳光: 9840, 慢, 8672f, SL次数: 0 [15:56]
[1, -599][DEBUG] 阳光: 9890, 快, 8674f, SL次数: 0 [15:56]
[1, -599][DEBUG] 阳光: 9865, 白, 8676f, SL次数: 0 [15:56]
[1, -599][DEBUG] 阳光: 9890, 慢, 8678f, SL次数: 0 [15:56]
[1, -599][DEBUG] 阳光: 9840, 慢, 8680f, SL次数: 0 [15:56]
[1, -599][DEBUG] 阳光: 9840, 变, 8682f, SL次数: 0 [15:56]
[1, -599][DEBUG] 阳光: 9915, 变, 8684f, SL次数: 0 [15:56]
[1, -599][DEBUG] 阳光: 9840, 白, 8686f, SL次数: 0 [15:56]
[1, -599][DEBUG] 阳光: 9890, 慢, 8688f, SL次数: 0 [15:56]
[1, -599][DEBUG] 阳光: 9840, 慢, 8690f, SL次数: 0 [15:56]
[1, -599][DEBUG] 阳光: 9915, 慢, 8692f, SL次数: 0 [15:56]
[1, -599][DEBUG] 阳光: 9865, 变, 8694f, SL次数: 0 [15:56]
[1, -599][DEBUG] 阳光: 9840, 慢, 8696f, SL次数: 0 [15:56]
[1, -599][DEBUG] 阳光: 9840, 变, 8698f, SL次数: 0 [15:56]
[1, -599][DEBUG] N: [3-9 1176 4-9 4] [慢 450 变 721 白 4 快 5]
加压a: [慢 9 变 11 白 0 快 0] 加压A: [慢 0 变 0 白 0 快 0] 加压失败: 0
总: [慢 819 变 1167 白 1115 快 1249] 预计 16:15 完成 10k flags (共 141 min)
[1, -599][DEBUG] 出怪种子: 0x22F63CBC
[1, -599][DEBUG] 阳光: 9815, 快, 8700f, SL次数: 0 [15:56]
[1, -599][DEBUG] 阳光: 9865, 变, 8702f, SL次数: 0 [15:56]
[1, -599][DEBUG] 阳光: 9840, 白, 8704f, SL次数: 0 [15:56]
[1, -599][DEBUG] 阳光: 9865, 变, 8706f, SL次数: 0 [15:56]
[1, -599][DEBUG] 阳光: 9865, 慢, 8708f, SL次数: 0 [15:56]
[1, -599][DEBUG] 阳光: 9865, 白, 8710f, SL次数: 0 [15:56]
[1, -599][DEBUG] 阳光: 9890, 白, 8712f, SL次数: 0 [15:56]
[1, -599][DEBUG] 阳光: 9890, 白, 8714f, SL次数: 0 [15:56]
[1, -599][DEBUG] 阳光: 9890, 快, 8716f, SL次数: 0 [15:56]
[1, -599][DEBUG] 阳光: 9890, 慢, 8718f, SL次数: 0 [15:56]
[1, -599][DEBUG] 阳光: 9865, 白, 8720f, SL次数: 0 [15:56]
[1, -599][DEBUG] 阳光: 9890, 白, 8722f, SL次数: 0 [15:56]
[1, -599][DEBUG] 阳光: 9865, 快, 8724f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9865, 白, 8726f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9865, 慢, 8728f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9915, 变, 8730f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9840, 白, 8732f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9865, 白, 8734f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9890, 快, 8736f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9865, 白, 8738f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9890, 白, 8740f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9890, 慢, 8742f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9915, 慢, 8744f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9865, 变, 8746f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9915, 慢, 8748f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9840, 快, 8750f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9890, 变, 8752f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9815, 快, 8754f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9865, 变, 8756f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9915, 变, 8758f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9840, 快, 8760f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9865, 白, 8762f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9890, 变, 8764f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9890, 慢, 8766f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9840, 变, 8768f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9890, 快, 8770f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9865, 变, 8772f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9915, 慢, 8774f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9840, 变, 8776f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9840, 变, 8778f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9840, 快, 8780f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9890, 快, 8782f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9890, 快, 8784f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9865, 白, 8786f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9865, 快, 8788f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9890, 变, 8790f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9840, 快, 8792f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9865, 变, 8794f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9865, 慢, 8796f, SL次数: 0 [15:57]
[1, -599][DEBUG] 阳光: 9865, 白, 8798f, SL次数: 0 [15:57]
[1, -599][DEBUG] N: [3-9 1192 4-9 4] [慢 457 变 730 白 4 快 5]
加压a: [慢 9 变 11 白 0 快 0] 加压A: [慢 0 变 0 白 0 快 0] 加压失败: 0
总: [慢 828 变 1181 白 1129 快 1262] 预计 16:14 完成 10k flags (共 141 min)
[1, -599][DEBUG] 出怪种子: 0x31BAA3CB
[1, -599][DEBUG] 阳光: 9890, 变, 8800f, SL次数: 0 [15:58]
[1, -599][DEBUG] 阳光: 9890, 慢, 8802f, SL次数: 0 [15:58]
[1, -599][DEBUG] 阳光: 9915, 快, 8804f, SL次数: 0 [15:58]
[1, -599][DEBUG] 阳光: 9865, 快, 8806f, SL次数: 0 [15:58]
